"Parameter","Year","Age","ParamName","median","lCI","uCI"
"epsilon.mO[2]",2005,NA,"epsilon.mO",-0.0314185390368102,-0.608697522380358,0.353898463769818
"epsilon.mO[3]",2006,NA,"epsilon.mO",0.0409272924050048,-0.439825168980483,0.574856149855427
"epsilon.mO[4]",2007,NA,"epsilon.mO",0.0505341211024303,-0.442653338717786,0.717478599937401
"epsilon.mO[5]",2008,NA,"epsilon.mO",0.00378172512289019,-0.443047407025339,0.416279876781224
"epsilon.mO[6]",2009,NA,"epsilon.mO",0.00742424298063839,-0.510935169697108,0.516780536125956
"epsilon.mO[7]",2010,NA,"epsilon.mO",-0.0115132567048659,-0.716344374927751,0.565817851407427
"epsilon.mO[8]",2011,NA,"epsilon.mO",-0.0830164387922785,-0.980463799088809,0.349402417605724
"epsilon.mO[9]",2012,NA,"epsilon.mO",-0.0237078632155461,-0.605181194832832,0.405505236209077
"epsilon.rho[10]",2013,NA,"epsilon.rho",-0.108758362047466,-0.333184428762773,0.0621270130718319
"epsilon.rho[11]",2014,NA,"epsilon.rho",0.000601058244289839,-0.195060730765569,0.186586042741942
"epsilon.rho[12]",2015,NA,"epsilon.rho",-0.0892767950232601,-0.298718354317289,0.0766727211481045
"epsilon.rho[13]",2016,NA,"epsilon.rho",-0.00638917429400835,-0.172745758829544,0.151982983320439
"epsilon.rho[14]",2017,NA,"epsilon.rho",-0.0979839709487351,-0.322554959684076,0.0761036107816522
"epsilon.rho[15]",2018,NA,"epsilon.rho",0.223639854043468,0.0427778182259035,0.421011542740117
"epsilon.rho[16]",2019,NA,"epsilon.rho",0.0281914269921786,-0.138428186113333,0.202682245544912
"epsilon.rho[17]",2020,NA,"epsilon.rho",0.0267686767152327,-0.157858332945837,0.21975796305121
"epsilon.rho[18]",2021,NA,"epsilon.rho",0.0196764873078963,-0.156044478842124,0.20852489701703
"epsilon.rho[19]",2022,NA,"epsilon.rho",0.0803742694180357,-0.108143874557942,0.316120803920088
"epsilon.rho[1]",2004,NA,"epsilon.rho",-0.0371452252138428,-0.280451551457998,0.169250121526502
"epsilon.rho[20]",2023,NA,"epsilon.rho",0.0691124014603656,-0.104994935859552,0.262840316778955
"epsilon.rho[21]",2024,NA,"epsilon.rho",-0.0394975254412558,-0.27492135924781,0.151787928169492
"epsilon.rho[2]",2005,NA,"epsilon.rho",-0.0807561414244574,-0.233232382664365,0.0545791600973962
"epsilon.rho[3]",2006,NA,"epsilon.rho",0.00327388386921012,-0.14186700956087,0.143934072963979
"epsilon.rho[4]",2007,NA,"epsilon.rho",0.0199209813331605,-0.160540315737368,0.203892608998101
"epsilon.rho[5]",2008,NA,"epsilon.rho",0.0150790601612231,-0.124430830176628,0.15713779675913
"epsilon.rho[6]",2009,NA,"epsilon.rho",-0.0854348799644767,-0.304734675358419,0.0837250355333008
"epsilon.rho[7]",2010,NA,"epsilon.rho",0.0990101553334644,-0.0624635441792246,0.293365417487016
"epsilon.rho[8]",2011,NA,"epsilon.rho",-0.0332046710696865,-0.260447442659484,0.164003706433812
"epsilon.rho[9]",2012,NA,"epsilon.rho",-0.0578309756989425,-0.21934535425618,0.08340930742266
"gamma.mO",NA,NA,"gamma.mO",0.00426816783105992,-1.26193155756316,1.68620209179391
"immR[10]",2013,NA,"immR",0.0319635875028231,0.000186620980276271,0.239084932961233
"immR[11]",2014,NA,"immR",0.246525715887994,0.00616319277437104,1.38152360903958
"immR[12]",2015,NA,"immR",1.30294656675632,0.174471176400489,3.43102719969656
"immR[13]",2016,NA,"immR",0.0349225763726895,0.000122588826357478,0.381089673110947
"immR[14]",2017,NA,"immR",0.022466779367423,0.000121349849406447,0.179635923116957
"immR[15]",2018,NA,"immR",0.116653723028457,0.00127567946526964,0.877172336232789
"immR[16]",2019,NA,"immR",0.172548826936996,0.0015580578083137,1.77482501958932
"immR[17]",2020,NA,"immR",0.0892726837994086,0.000854992260350369,0.799888735197646
"immR[18]",2021,NA,"immR",0.137055594728774,0.00130031467121423,1.33812095075322
"immR[19]",2022,NA,"immR",0.776963524908528,0.0375877452994089,2.99964778078615
"immR[1]",2004,NA,"immR",0.163549307713599,0.0025097777140042,3.96051204323108
"immR[20]",2023,NA,"immR",0.420417283831038,0.00464296158669058,2.33826281492224
"immR[21]",2024,NA,"immR",0.0562806763158695,0.000413630462621085,1.26215419540744
"immR[2]",2005,NA,"immR",0.0872476765269815,0.00132899658149463,0.621914125505085
"immR[3]",2006,NA,"immR",0.0940537364119239,0.0018036825187413,0.538059202736972
"immR[4]",2007,NA,"immR",1.04770117167907,0.116382197000144,3.38307008819826
"immR[5]",2008,NA,"immR",0.0228450587840627,0.000108387880497504,0.221188916504385
"immR[6]",2009,NA,"immR",0.0678180397569655,0.00102216408019099,0.634779703172759
"immR[7]",2010,NA,"immR",1.11602442015487,0.188800286275673,3.05061837500426
"immR[8]",2011,NA,"immR",0.535962703223567,0.00790294989845158,1.83923568204923
"immR[9]",2012,NA,"immR",0.00708661127083812,4.05902544724375e-06,0.103920332018852
"initN[1]",2004,NA,"initN",80,32,269
"initN[2]",2005,NA,"initN",90,49,213
"initN[3]",2006,NA,"initN",112,60,295
"initN[4]",2007,NA,"initN",28,10,91
"initN[5]",2008,NA,"initN",53,25,143
"mH[1, 10]",2013,"0","mH",0.210990154378361,0.0988808853844022,0.36211929462758
"mH[1, 11]",2014,"0","mH",0.228603226858987,0.107231045504637,0.384116440241815
"mH[1, 12]",2015,"0","mH",0.176382828503788,0.0821250452097059,0.299952065957148
"mH[1, 13]",2016,"0","mH",0.199353647422755,0.0939789934576193,0.328977691487939
"mH[1, 14]",2017,"0","mH",0.177993786445426,0.0867707940595406,0.303827968724772
"mH[1, 15]",2018,"0","mH",0.256471337503393,0.124992220714603,0.424549690171189
"mH[1, 16]",2019,"0","mH",0.376505590553626,0.162586987261422,0.670690222817024
"mH[1, 17]",2020,"0","mH",0.229052073024102,0.105527233105624,0.405624407013336
"mH[1, 18]",2021,"0","mH",0.221442061005702,0.106888455684248,0.387204143592759
"mH[1, 19]",2022,"0","mH",0.256501300411745,0.117930974518986,0.464787910833094
"mH[1, 1]",2004,"0","mH",0.160176531649982,0.0715879770209016,0.27545140087917
"mH[1, 20]",2023,"0","mH",0.215520258968815,0.0951819385024304,0.410473376641883
"mH[1, 21]",2024,"0","mH",0.219235217412847,0.0895550545886846,0.458663289097285
"mH[1, 2]",2005,"0","mH",0.276046207046286,0.127951615922392,0.458915883692235
"mH[1, 3]",2006,"0","mH",0.233222106938714,0.109320970649568,0.402999451944984
"mH[1, 4]",2007,"0","mH",0.161079966099775,0.077174490503792,0.284845547392155
"mH[1, 5]",2008,"0","mH",0.185791991284622,0.087830507830419,0.311521348917752
"mH[1, 6]",2009,"0","mH",0.216987824228644,0.105276870823587,0.366827304948859
"mH[1, 7]",2010,"0","mH",0.258980203011158,0.130449721129546,0.410991999364841
"mH[1, 8]",2011,"0","mH",0.182907942023455,0.0904011109685884,0.299912482842318
"mH[1, 9]",2012,"0","mH",0.237676367663133,0.109017876297982,0.402601688425503
"mH[2, 10]",2013,"1","mH",0.281132654391522,0.128135294594068,0.482074531351261
"mH[2, 11]",2014,"1","mH",0.304723042976545,0.139784701038483,0.521334279399848
"mH[2, 12]",2015,"1","mH",0.235535051727158,0.108788880573735,0.401236651136632
"mH[2, 13]",2016,"1","mH",0.265957636389366,0.129516379392037,0.435986908627442
"mH[2, 14]",2017,"1","mH",0.237693077137244,0.117317633408186,0.397427554728138
"mH[2, 15]",2018,"1","mH",0.341778708592203,0.168095596335986,0.564939592335647
"mH[2, 16]",2019,"1","mH",0.500476128339282,0.217143039390868,0.916956558998557
"mH[2, 17]",2020,"1","mH",0.30669692705568,0.136255527891194,0.547909612857604
"mH[2, 18]",2021,"1","mH",0.296798231226334,0.138825741239469,0.52354205596372
"mH[2, 19]",2022,"1","mH",0.343211107411216,0.158193163992156,0.633577434727528
"mH[2, 1]",2004,"1","mH",0.214720683079906,0.0936449972636019,0.363722640873981
"mH[2, 20]",2023,"1","mH",0.286708303671943,0.125862785578935,0.556681948416334
"mH[2, 21]",2024,"1","mH",0.291897375185903,0.118264260869156,0.62156834218404
"mH[2, 2]",2005,"1","mH",0.370171535535495,0.17041813779097,0.616434912914888
"mH[2, 3]",2006,"1","mH",0.313233374866272,0.142710628012494,0.542454293062861
"mH[2, 4]",2007,"1","mH",0.215979865487001,0.100563500713033,0.382247807343704
"mH[2, 5]",2008,"1","mH",0.249143918287242,0.115103359279216,0.420191941373901
"mH[2, 6]",2009,"1","mH",0.290190578471998,0.138341648708623,0.494566536690553
"mH[2, 7]",2010,"1","mH",0.346349654823141,0.169172020909287,0.562056344388172
"mH[2, 8]",2011,"1","mH",0.245620827168874,0.118765446982799,0.399072624953958
"mH[2, 9]",2012,"1","mH",0.317944874145467,0.145234312473507,0.53570664854799
"mH[3, 10]",2013,"2","mH",0.281132654391522,0.128135294594068,0.482074531351261
"mH[3, 11]",2014,"2","mH",0.304723042976545,0.139784701038483,0.521334279399848
"mH[3, 12]",2015,"2","mH",0.235535051727158,0.108788880573735,0.401236651136632
"mH[3, 13]",2016,"2","mH",0.265957636389366,0.129516379392037,0.435986908627442
"mH[3, 14]",2017,"2","mH",0.237693077137244,0.117317633408186,0.397427554728138
"mH[3, 15]",2018,"2","mH",0.341778708592203,0.168095596335986,0.564939592335647
"mH[3, 16]",2019,"2","mH",0.500476128339282,0.217143039390868,0.916956558998557
"mH[3, 17]",2020,"2","mH",0.30669692705568,0.136255527891194,0.547909612857604
"mH[3, 18]",2021,"2","mH",0.296798231226334,0.138825741239469,0.52354205596372
"mH[3, 19]",2022,"2","mH",0.343211107411216,0.158193163992156,0.633577434727528
"mH[3, 1]",2004,"2","mH",0.214720683079906,0.0936449972636019,0.363722640873981
"mH[3, 20]",2023,"2","mH",0.286708303671943,0.125862785578935,0.556681948416334
"mH[3, 21]",2024,"2","mH",0.291897375185903,0.118264260869156,0.62156834218404
"mH[3, 2]",2005,"2","mH",0.370171535535495,0.17041813779097,0.616434912914888
"mH[3, 3]",2006,"2","mH",0.313233374866272,0.142710628012494,0.542454293062861
"mH[3, 4]",2007,"2","mH",0.215979865487001,0.100563500713033,0.382247807343704
"mH[3, 5]",2008,"2","mH",0.249143918287242,0.115103359279216,0.420191941373901
"mH[3, 6]",2009,"2","mH",0.290190578471998,0.138341648708623,0.494566536690553
"mH[3, 7]",2010,"2","mH",0.346349654823141,0.169172020909287,0.562056344388172
"mH[3, 8]",2011,"2","mH",0.245620827168874,0.118765446982799,0.399072624953958
"mH[3, 9]",2012,"2","mH",0.317944874145467,0.145234312473507,0.53570664854799
"mH[4, 10]",2013,"3","mH",0.281132654391522,0.128135294594068,0.482074531351261
"mH[4, 11]",2014,"3","mH",0.304723042976545,0.139784701038483,0.521334279399848
"mH[4, 12]",2015,"3","mH",0.235535051727158,0.108788880573735,0.401236651136632
"mH[4, 13]",2016,"3","mH",0.265957636389366,0.129516379392037,0.435986908627442
"mH[4, 14]",2017,"3","mH",0.237693077137244,0.117317633408186,0.397427554728138
"mH[4, 15]",2018,"3","mH",0.341778708592203,0.168095596335986,0.564939592335647
"mH[4, 16]",2019,"3","mH",0.500476128339282,0.217143039390868,0.916956558998557
"mH[4, 17]",2020,"3","mH",0.30669692705568,0.136255527891194,0.547909612857604
"mH[4, 18]",2021,"3","mH",0.296798231226334,0.138825741239469,0.52354205596372
"mH[4, 19]",2022,"3","mH",0.343211107411216,0.158193163992156,0.633577434727528
"mH[4, 1]",2004,"3","mH",0.214720683079906,0.0936449972636019,0.363722640873981
"mH[4, 20]",2023,"3","mH",0.286708303671943,0.125862785578935,0.556681948416334
"mH[4, 21]",2024,"3","mH",0.291897375185903,0.118264260869156,0.62156834218404
"mH[4, 2]",2005,"3","mH",0.370171535535495,0.17041813779097,0.616434912914888
"mH[4, 3]",2006,"3","mH",0.313233374866272,0.142710628012494,0.542454293062861
"mH[4, 4]",2007,"3","mH",0.215979865487001,0.100563500713033,0.382247807343704
"mH[4, 5]",2008,"3","mH",0.249143918287242,0.115103359279216,0.420191941373901
"mH[4, 6]",2009,"3","mH",0.290190578471998,0.138341648708623,0.494566536690553
"mH[4, 7]",2010,"3","mH",0.346349654823141,0.169172020909287,0.562056344388172
"mH[4, 8]",2011,"3","mH",0.245620827168874,0.118765446982799,0.399072624953958
"mH[4, 9]",2012,"3","mH",0.317944874145467,0.145234312473507,0.53570664854799
"mH[5, 10]",2013,"4+","mH",0.281132654391522,0.128135294594068,0.482074531351261
"mH[5, 11]",2014,"4+","mH",0.304723042976545,0.139784701038483,0.521334279399848
"mH[5, 12]",2015,"4+","mH",0.235535051727158,0.108788880573735,0.401236651136632
"mH[5, 13]",2016,"4+","mH",0.265957636389366,0.129516379392037,0.435986908627442
"mH[5, 14]",2017,"4+","mH",0.237693077137244,0.117317633408186,0.397427554728138
"mH[5, 15]",2018,"4+","mH",0.341778708592203,0.168095596335986,0.564939592335647
"mH[5, 16]",2019,"4+","mH",0.500476128339282,0.217143039390868,0.916956558998557
"mH[5, 17]",2020,"4+","mH",0.30669692705568,0.136255527891194,0.547909612857604
"mH[5, 18]",2021,"4+","mH",0.296798231226334,0.138825741239469,0.52354205596372
"mH[5, 19]",2022,"4+","mH",0.343211107411216,0.158193163992156,0.633577434727528
"mH[5, 1]",2004,"4+","mH",0.214720683079906,0.0936449972636019,0.363722640873981
"mH[5, 20]",2023,"4+","mH",0.286708303671943,0.125862785578935,0.556681948416334
"mH[5, 21]",2024,"4+","mH",0.291897375185903,0.118264260869156,0.62156834218404
"mH[5, 2]",2005,"4+","mH",0.370171535535495,0.17041813779097,0.616434912914888
"mH[5, 3]",2006,"4+","mH",0.313233374866272,0.142710628012494,0.542454293062861
"mH[5, 4]",2007,"4+","mH",0.215979865487001,0.100563500713033,0.382247807343704
"mH[5, 5]",2008,"4+","mH",0.249143918287242,0.115103359279216,0.420191941373901
"mH[5, 6]",2009,"4+","mH",0.290190578471998,0.138341648708623,0.494566536690553
"mH[5, 7]",2010,"4+","mH",0.346349654823141,0.169172020909287,0.562056344388172
"mH[5, 8]",2011,"4+","mH",0.245620827168874,0.118765446982799,0.399072624953958
"mH[5, 9]",2012,"4+","mH",0.317944874145467,0.145234312473507,0.53570664854799
"mO[1, 10]",2013,"0","mO",1.68633017772059,0.804173779999266,3.22143220863647
"mO[1, 11]",2014,"0","mO",0.726713563710135,0.249877593960504,1.37893863471945
"mO[1, 12]",2015,"0","mO",0.696017424525418,0.217252568827717,1.29005699831137
"mO[1, 13]",2016,"0","mO",1.5333726733591,0.77640005135905,2.35241526013747
"mO[1, 14]",2017,"0","mO",1.39291635011807,0.690924631136473,2.37331928722502
"mO[1, 15]",2018,"0","mO",1.16691271048823,0.453964052319915,2.22830389647827
"mO[1, 16]",2019,"0","mO",1.07838001062018,0.396263924940858,2.09941764894928
"mO[1, 17]",2020,"0","mO",1.49891480433903,0.69651647589036,2.43452827454526
"mO[1, 18]",2021,"0","mO",1.01833797208941,0.36552992217423,1.80984109383195
"mO[1, 19]",2022,"0","mO",0.410904214081823,0.0853662292326152,1.31013081885619
"mO[1, 1]",2004,"0","mO",1.05510927933736,0.308518630395776,2.32242171004591
"mO[1, 20]",2023,"0","mO",1.14647375959906,0.419032843989171,2.2147157776476
"mO[1, 2]",2005,"0","mO",0.98217035666541,0.34499477734715,1.68214293104582
"mO[1, 3]",2006,"0","mO",0.870325905489079,0.335164071506246,1.57680837588423
"mO[1, 4]",2007,"0","mO",0.73735580769515,0.22720811270813,1.64059239314959
"mO[1, 5]",2008,"0","mO",1.82173677189778,0.930785859842317,2.80856503561187
"mO[1, 6]",2009,"0","mO",1.09361766811375,0.392119273291953,1.84985326886116
"mO[1, 7]",2010,"0","mO",0.234482582041767,0.033185925161604,0.931781354239865
"mO[1, 8]",2011,"0","mO",0.705691827958508,0.21568532593481,1.4864118104866
"mO[1, 9]",2012,"0","mO",2.26179522202659,1.39548316484432,3.19598527451883
"mO[2, 10]",2013,"1","mO",0.381652506626493,0.0474434949317308,0.957824210472134
"mO[2, 11]",2014,"1","mO",0.184730551546858,0.0209018275994955,0.54025871388878
"mO[2, 12]",2015,"1","mO",0.158222918531014,0.0179529325206686,0.443072402331618
"mO[2, 13]",2016,"1","mO",0.258800055186257,0.0357928696188154,0.602058817495203
"mO[2, 14]",2017,"1","mO",0.288921871764768,0.0349667690076832,0.705699763013868
"mO[2, 15]",2018,"1","mO",0.22409978367624,0.0245990345996345,0.660499616005968
"mO[2, 16]",2019,"1","mO",0.211597294837311,0.0253214434641015,0.667316491377114
"mO[2, 17]",2020,"1","mO",0.375741923923881,0.0468383120640799,0.887463990909288
"mO[2, 18]",2021,"1","mO",0.314202873715121,0.0376282736699436,0.813613429994849
"mO[2, 19]",2022,"1","mO",0.125551680477672,0.010516434633646,0.623611127035972
"mO[2, 1]",2004,"1","mO",0.337503827087299,0.0415729462433686,0.867013467383983
"mO[2, 20]",2023,"1","mO",0.243274644801319,0.0277033022543978,0.726294702194592
"mO[2, 2]",2005,"1","mO",0.259258187824692,0.0323734081410929,0.688692387848921
"mO[2, 3]",2006,"1","mO",0.243019495823829,0.0285701949150611,0.650527819934493
"mO[2, 4]",2007,"1","mO",0.213867699654666,0.0220737533973448,0.711711642671743
"mO[2, 5]",2008,"1","mO",0.395998357121256,0.0527598886030647,0.88566881243004
"mO[2, 6]",2009,"1","mO",0.327880833808428,0.0396813760768498,0.846242315809094
"mO[2, 7]",2010,"1","mO",0.0715220185251172,0.00456792065218418,0.424066279004089
"mO[2, 8]",2011,"1","mO",0.120209828569637,0.0117933634179741,0.393019489512846
"mO[2, 9]",2012,"1","mO",0.304088954065524,0.0381787865481921,0.735708263264675
"mO[3, 10]",2013,"2","mO",0.41682603848692,0.0469119060035956,1.02233579279485
"mO[3, 11]",2014,"2","mO",0.201271143732767,0.0249837295298345,0.502691452076661
"mO[3, 12]",2015,"2","mO",0.169254142550338,0.0192263063919789,0.496879262129497
"mO[3, 13]",2016,"2","mO",0.279661697265662,0.0311118462747019,0.773018856233186
"mO[3, 14]",2017,"2","mO",0.315305407852207,0.0395327783378249,0.743125916722631
"mO[3, 15]",2018,"2","mO",0.244715981149989,0.0315571270987129,0.578052367873103
"mO[3, 16]",2019,"2","mO",0.234413926484192,0.0276343401814205,0.639550447345977
"mO[3, 17]",2020,"2","mO",0.407895991529545,0.0454164251967773,1.04874888611832
"mO[3, 18]",2021,"2","mO",0.344052506729146,0.0399204644507181,0.878567432380958
"mO[3, 19]",2022,"2","mO",0.136429458678534,0.0162442746830268,0.482220694192005
"mO[3, 1]",2004,"2","mO",0.367120555891523,0.0385237038032131,1.06190101030619
"mO[3, 20]",2023,"2","mO",0.26820260498597,0.0293762472698351,0.720727980392328
"mO[3, 2]",2005,"2","mO",0.284015204528331,0.0354842220419151,0.702151120022637
"mO[3, 3]",2006,"2","mO",0.266091117103386,0.0323506403431943,0.643878296933352
"mO[3, 4]",2007,"2","mO",0.233724236855334,0.0279181528816074,0.641591230208832
"mO[3, 5]",2008,"2","mO",0.427925040809876,0.047523442644088,1.12895160201818
"mO[3, 6]",2009,"2","mO",0.361259097654581,0.0412069364735742,0.930230032887317
"mO[3, 7]",2010,"2","mO",0.077510289262409,0.00781639410501121,0.318353254233486
"mO[3, 8]",2011,"2","mO",0.128945176463276,0.0165569799592888,0.346283456577901
"mO[3, 9]",2012,"2","mO",0.331235803348634,0.0374886135607635,0.875809285104464
"mO[4, 10]",2013,"3","mO",1.04171244738921,0.342121872216182,2.27152639970891
"mO[4, 11]",2014,"3","mO",0.51014397419777,0.152370615406608,1.1855448371942
"mO[4, 12]",2015,"3","mO",0.436992229909217,0.109519106365906,1.08215462714003
"mO[4, 13]",2016,"3","mO",0.711996865108799,0.226593525284405,1.59022214684462
"mO[4, 14]",2017,"3","mO",0.787169095565163,0.254911324354716,1.6963408805656
"mO[4, 15]",2018,"3","mO",0.614254935679919,0.196640730129088,1.37134521481447
"mO[4, 16]",2019,"3","mO",0.596084617124748,0.171271368239674,1.44332061257339
"mO[4, 17]",2020,"3","mO",1.01436135589043,0.34186806488413,2.17626274108707
"mO[4, 18]",2021,"3","mO",0.86324181331524,0.266171373923928,1.94830291487944
"mO[4, 19]",2022,"3","mO",0.350642106817079,0.0733836273164446,1.21911849984509
"mO[4, 1]",2004,"3","mO",0.917403349982161,0.265983410053911,2.27468818044497
"mO[4, 20]",2023,"3","mO",0.67533205430893,0.186603153577123,1.64628603786558
"mO[4, 2]",2005,"3","mO",0.716923151391724,0.225603071196539,1.55434536195714
"mO[4, 3]",2006,"3","mO",0.664733634438591,0.215203442399448,1.4931960353082
"mO[4, 4]",2007,"3","mO",0.586632811272582,0.158787346140151,1.62460985077213
"mO[4, 5]",2008,"3","mO",1.07020818460132,0.355195293409162,2.29144597237333
"mO[4, 6]",2009,"3","mO",0.897385208272495,0.28582814690755,2.02800964945449
"mO[4, 7]",2010,"3","mO",0.203097982817029,0.0300025819836593,0.855668636015887
"mO[4, 8]",2011,"3","mO",0.33080883917114,0.0810049917817122,0.896145416653317
"mO[4, 9]",2012,"3","mO",0.828203741560386,0.271981521609647,1.81623070467182
"mO[5, 10]",2013,"4+","mO",0.342951327480158,0.0695190511857857,0.732671360259098
"mO[5, 11]",2014,"4+","mO",0.164713468400349,0.0317511567086938,0.391816109209113
"mO[5, 12]",2015,"4+","mO",0.139850865354357,0.0247369329166795,0.361144551433116
"mO[5, 13]",2016,"4+","mO",0.228233791481823,0.0503812329725628,0.52482076811511
"mO[5, 14]",2017,"4+","mO",0.25700236652322,0.0550229600901388,0.536816595079492
"mO[5, 15]",2018,"4+","mO",0.199676053817062,0.0439623393538834,0.444157687167375
"mO[5, 16]",2019,"4+","mO",0.192125884217025,0.0372173467551865,0.470490888091157
"mO[5, 17]",2020,"4+","mO",0.333477500180577,0.0700921715415005,0.70550669879624
"mO[5, 18]",2021,"4+","mO",0.280518959064629,0.0568935671164163,0.634896652940162
"mO[5, 19]",2022,"4+","mO",0.111605447657889,0.0180537789648056,0.400710220955727
"mO[5, 1]",2004,"4+","mO",0.29794181061027,0.0537624949594036,0.768450955837858
"mO[5, 20]",2023,"4+","mO",0.219108421456883,0.0411831415106376,0.527925391822151
"mO[5, 2]",2005,"4+","mO",0.233879680093796,0.0467664244382019,0.524538311384751
"mO[5, 3]",2006,"4+","mO",0.21826273346057,0.0421392849974939,0.495012912693871
"mO[5, 4]",2007,"4+","mO",0.191294356588927,0.036210188594857,0.481439226614783
"mO[5, 5]",2008,"4+","mO",0.350130469204552,0.0730031742402528,0.753936249487384
"mO[5, 6]",2009,"4+","mO",0.293484332137373,0.0586934423019922,0.660559826615754
"mO[5, 7]",2010,"4+","mO",0.0639531123984652,0.00746684043474153,0.295993212579663
"mO[5, 8]",2011,"4+","mO",0.106276029561122,0.0191898795540067,0.285083008054428
"mO[5, 9]",2012,"4+","mO",0.269222612060889,0.0619774082041428,0.576883269147505
"rho[1, 10]",2013,"0","rho",0,0,0
"rho[1, 11]",2014,"0","rho",0,0,0
"rho[1, 12]",2015,"0","rho",0,0,0
"rho[1, 13]",2016,"0","rho",0,0,0
"rho[1, 14]",2017,"0","rho",0,0,0
"rho[1, 15]",2018,"0","rho",0,0,0
"rho[1, 16]",2019,"0","rho",0,0,0
"rho[1, 17]",2020,"0","rho",0,0,0
"rho[1, 18]",2021,"0","rho",0,0,0
"rho[1, 19]",2022,"0","rho",0,0,0
"rho[1, 1]",2004,"0","rho",0,0,0
"rho[1, 20]",2023,"0","rho",0,0,0
"rho[1, 21]",2024,"0","rho",0,0,0
"rho[1, 2]",2005,"0","rho",0,0,0
"rho[1, 3]",2006,"0","rho",0,0,0
"rho[1, 4]",2007,"0","rho",0,0,0
"rho[1, 5]",2008,"0","rho",0,0,0
"rho[1, 6]",2009,"0","rho",0,0,0
"rho[1, 7]",2010,"0","rho",0,0,0
"rho[1, 8]",2011,"0","rho",0,0,0
"rho[1, 9]",2012,"0","rho",0,0,0
"rho[2, 10]",2013,"1","rho",3.75720469369419,2.95036409786235,4.58508587992293
"rho[2, 11]",2014,"1","rho",4.21269666284485,3.38767819320385,5.17255292748766
"rho[2, 12]",2015,"1","rho",4.27999924207363,3.43904651332321,5.1440244531698
"rho[2, 13]",2016,"1","rho",4.48212097626243,3.7691842353252,5.29397954487173
"rho[2, 14]",2017,"1","rho",3.7705109226326,2.97562274238741,4.58744375834243
"rho[2, 15]",2018,"1","rho",5.33659977911469,4.36495262979236,6.48889689815528
"rho[2, 16]",2019,"1","rho",4.82222082346514,3.99547288204722,5.83796807895354
"rho[2, 17]",2020,"1","rho",4.54357964131225,3.71596640665553,5.57316174719118
"rho[2, 18]",2021,"1","rho",4.20329099095534,3.45890380469664,5.1151909257595
"rho[2, 19]",2022,"1","rho",4.60766431245751,3.71951532683855,5.86046694589276
"rho[2, 1]",2004,"1","rho",4.27270221422887,3.2372209414993,5.43713250667498
"rho[2, 20]",2023,"1","rho",5.65032742754013,4.71409765645263,6.85033812876964
"rho[2, 21]",2024,"1","rho",4.20988797043566,3.2626080717575,5.22982319104562
"rho[2, 2]",2005,"1","rho",3.82046663684996,3.24720938201135,4.4613506317823
"rho[2, 3]",2006,"1","rho",4.35751173983355,3.72792168758906,5.07455826124262
"rho[2, 4]",2007,"1","rho",4.66120768123887,3.81110800673752,5.68989218644963
"rho[2, 5]",2008,"1","rho",4.79836961509338,4.16525705001038,5.50707750514672
"rho[2, 6]",2009,"1","rho",3.67267593642209,2.90598445285129,4.49227541020453
"rho[2, 7]",2010,"1","rho",4.63396840245545,3.85542194287636,5.65917890741475
"rho[2, 8]",2011,"1","rho",5.62798748495895,4.79325658949668,6.55378885818859
"rho[2, 9]",2012,"1","rho",4.77044915710757,4.17673119075999,5.40766351846982
"rho[3, 10]",2013,"2","rho",4.09235873188414,3.26307842531132,4.95965934786403
"rho[3, 11]",2014,"2","rho",4.58224437759659,3.74053736998053,5.6359132073144
"rho[3, 12]",2015,"2","rho",4.65737456810521,3.7641680908981,5.64135688266756
"rho[3, 13]",2016,"2","rho",4.87818244794462,4.07245041984311,5.84275438279846
"rho[3, 14]",2017,"2","rho",4.10702312078832,3.30384861851735,4.94656484744312
"rho[3, 15]",2018,"2","rho",5.81472050614909,4.70514126193782,7.18454856042833
"rho[3, 16]",2019,"2","rho",5.25207132747655,4.36627395246991,6.40735763732463
"rho[3, 17]",2020,"2","rho",4.94609155317039,4.02365004121908,6.15067145262594
"rho[3, 18]",2021,"2","rho",4.58101437042815,3.76896965168574,5.61080644212482
"rho[3, 19]",2022,"2","rho",5.00961808507859,4.03786514160381,6.45915265330705
"rho[3, 1]",2004,"2","rho",4.6443091740854,3.55635481652938,5.92530260483151
"rho[3, 20]",2023,"2","rho",6.15829270296001,5.07295374224149,7.56575582973473
"rho[3, 21]",2024,"2","rho",4.57724332155481,3.61330873053437,5.67644542820969
"rho[3, 2]",2005,"2","rho",4.1634216651428,3.5675510602163,4.82220750553791
"rho[3, 3]",2006,"2","rho",4.74262067477766,4.03759019915867,5.57084257434732
"rho[3, 4]",2007,"2","rho",5.07340027286076,4.18327712169399,6.20706280693587
"rho[3, 5]",2008,"2","rho",5.22104030070387,4.48081783176087,6.11866551992446
"rho[3, 6]",2009,"2","rho",3.99759660375216,3.22421556836737,4.8187441874327
"rho[3, 7]",2010,"2","rho",5.04590073194375,4.18380855599606,6.21506399206418
"rho[3, 8]",2011,"2","rho",6.12797809485694,5.09833593657276,7.33259112398186
"rho[3, 9]",2012,"2","rho",5.19535601798244,4.49796438639262,5.97351329373747
"rho[4, 10]",2013,"3","rho",4.67928631576987,3.66699731051952,5.71658955931406
"rho[4, 11]",2014,"3","rho",5.2529811858392,4.25322984871913,6.39624111738351
